extension (nm),average force (pN),sd force (pN),average bp unzipped, sd bp unzipped
0,0.0198092,0.000405158,0.00302347,0.0551971
1,0.0198626,0.000406221,0.00303086,0.0552647
2,0.0199162,0.000407288,0.00303828,0.0553324
3,0.0199699,0.000408359,0.00304571,0.0554003
4,0.0200239,0.000409433,0.00305317,0.0554682
5,0.0200782,0.000410511,0.00306065,0.0555363
6,0.0201326,0.000411593,0.00306815,0.0556044
7,0.0201873,0.000412679,0.00307567,0.0556727
8,0.0202422,0.000413769,0.00308322,0.0557411
9,0.0202973,0.000414862,0.00309079,0.0558096
10,0.0203526,0.000415959,0.00309837,0.0558783
11,0.0204082,0.00041706,0.00310599,0.055947
12,0.020464,0.000418165,0.00311362,0.0560159
13,0.02052,0.000419274,0.00312127,0.0560849
14,0.0205762,0.000420387,0.00312895,0.056154
15,0.0206327,0.000421504,0.00313665,0.0562232
16,0.0206894,0.000422625,0.00314437,0.0562925
17,0.0207464,0.00042375,0.00315212,0.0563619
18,0.0208035,0.000424879,0.00315988,0.0564315
19,0.020861,0.000426011,0.00316767,0.0565012
20,0.0209186,0.000427148,0.00317549,0.056571
21,0.0209765,0.000428289,0.00318332,0.0566409
22,0.0210346,0.000429434,0.00319118,0.0567109
23,0.021093,0.000430583,0.00319906,0.0567811
24,0.0211516,0.000431736,0.00320697,0.0568513
25,0.0212105,0.000432894,0.00321489,0.0569217
26,0.0212696,0.000434055,0.00322284,0.0569922
27,0.021329,0.000435221,0.00323082,0.0570629
28,0.0213886,0.00043639,0.00323881,0.0571336
29,0.0214484,0.000437564,0.00324683,0.0572045
30,0.0215085,0.000438743,0.00325488,0.0572754
31,0.0215689,0.000439925,0.00326295,0.0573466
32,0.0216295,0.000441112,0.00327104,0.0574178
33,0.0216904,0.000442303,0.00327915,0.0574891
34,0.0217515,0.000443498,0.00328729,0.0575606
35,0.0218129,0.000444698,0.00329545,0.0576322
36,0.0218745,0.000445902,0.00330364,0.0577039
37,0.0219365,0.00044711,0.00331185,0.0577757
38,0.0219986,0.000448323,0.00332009,0.0578477
39,0.0220611,0.00044954,0.00332835,0.0579198
40,0.0221238,0.000450762,0.00333663,0.057992
41,0.0221867,0.000451988,0.00334494,0.0580643
42,0.02225,0.000453218,0.00335327,0.0581367
43,0.0223135,0.000454453,0.00336163,0.0582093
44,0.0223772,0.000455693,0.00337001,0.058282
45,0.0224413,0.000456937,0.00337841,0.0583548
46,0.0225056,0.000458185,0.00338684,0.0584278
47,0.0225702,0.000459439,0.0033953,0.0585008
48,0.0226351,0.000460696,0.00340378,0.058574
49,0.0227003,0.000461959,0.00341229,0.0586473
50,0.0227657,0.000463226,0.00342082,0.0587208
51,0.0228314,0.000464497,0.00342937,0.0587944
52,0.0228974,0.000465774,0.00343795,0.058868
53,0.0229637,0.000467055,0.00344656,0.0589419
54,0.0230303,0.00046834,0.00345519,0.0590158
55,0.0230972,0.000469631,0.00346385,0.0590899
56,0.0231644,0.000470926,0.00347253,0.0591641
57,0.0232318,0.000472226,0.00348124,0.0592384
58,0.0232996,0.000473531,0.00348998,0.0593129
59,0.0233676,0.000474841,0.00349874,0.0593875
60,0.023436,0.000476155,0.00350753,0.0594622
61,0.0235046,0.000477475,0.00351634,0.059537
62,0.0235736,0.000478799,0.00352518,0.059612
63,0.0236428,0.000480128,0.00353404,0.0596871
64,0.0237124,0.000481462,0.00354294,0.0597623
65,0.0237823,0.000482801,0.00355185,0.0598376
66,0.0238524,0.000484146,0.0035608,0.0599131
67,0.0239229,0.000485495,0.00356977,0.0599887
68,0.0239937,0.000486849,0.00357877,0.0600645
69,0.0240648,0.000488208,0.00358779,0.0601404
70,0.0241363,0.000489573,0.00359685,0.0602164
71,0.024208,0.000490942,0.00360592,0.0602925
72,0.0242801,0.000492317,0.00361503,0.0603688
73,0.0243525,0.000493697,0.00362416,0.0604452
74,0.0244252,0.000495082,0.00363332,0.0605217
75,0.0244982,0.000496472,0.00364251,0.0605984
76,0.0245716,0.000497868,0.00365173,0.0606752
77,0.0246453,0.000499268,0.00366097,0.0607521
78,0.0247193,0.000500675,0.00367024,0.0608292
79,0.0247937,0.000502086,0.00367954,0.0609064
80,0.0248684,0.000503503,0.00368886,0.0609837
81,0.0249434,0.000504925,0.00369822,0.0610612
82,0.0250188,0.000506352,0.0037076,0.0611388
83,0.0250945,0.000507785,0.00371701,0.0612165
84,0.0251705,0.000509223,0.00372645,0.0612944
85,0.0252469,0.000510667,0.00373591,0.0613724
86,0.0253237,0.000512117,0.00374541,0.0614505
87,0.0254008,0.000513572,0.00375493,0.0615288
88,0.0254782,0.000515032,0.00376448,0.0616072
89,0.0255561,0.000516498,0.00377406,0.0616857
90,0.0256342,0.00051797,0.00378367,0.0617644
91,0.0257127,0.000519447,0.00379331,0.0618432
92,0.0257916,0.00052093,0.00380298,0.0619222
93,0.0258709,0.000522419,0.00381268,0.0620013
94,0.0259505,0.000523913,0.0038224,0.0620805
95,0.0260305,0.000525413,0.00383216,0.0621599
96,0.0261108,0.000526919,0.00384194,0.0622394
97,0.0261915,0.000528431,0.00385176,0.062319
98,0.0262726,0.000529948,0.0038616,0.0623988
99,0.0263541,0.000531471,0.00387147,0.0624787
100,0.026436,0.000533001,0.00388137,0.0625588
101,0.0265182,0.000534536,0.00389131,0.062639
102,0.0266008,0.000536077,0.00390127,0.0627193
103,0.0266838,0.000537624,0.00391126,0.0627998
104,0.0267672,0.000539177,0.00392129,0.0628804
105,0.026851,0.000540737,0.00393134,0.0629612
106,0.0269352,0.000542302,0.00394142,0.0630421
107,0.0270197,0.000543873,0.00395154,0.0631232
108,0.0271047,0.000545451,0.00396168,0.0632044
109,0.0271901,0.000547034,0.00397186,0.0632857
110,0.0272759,0.000548624,0.00398207,0.0633672
111,0.027362,0.00055022,0.0039923,0.0634488
112,0.0274486,0.000551823,0.00400257,0.0635305
113,0.0275356,0.000553431,0.00401287,0.0636124
114,0.0276231,0.000555046,0.0040232,0.0636945
115,0.0277109,0.000556668,0.00403357,0.0637767
116,0.0277991,0.000558295,0.00404396,0.063859
117,0.0278878,0.000559929,0.00405439,0.0639415
118,0.0279769,0.00056157,0.00406484,0.0640241
119,0.0280664,0.000563217,0.00407533,0.0641069
120,0.0281564,0.000564871,0.00408585,0.0641898
121,0.0282468,0.000566531,0.00409641,0.0642729
122,0.0283376,0.000568197,0.00410699,0.0643561
123,0.0284288,0.000569871,0.00411761,0.0644394
124,0.0285205,0.00057155,0.00412826,0.0645229
125,0.0286127,0.000573237,0.00413894,0.0646066
126,0.0287053,0.00057493,0.00414966,0.0646904
127,0.0287983,0.00057663,0.00416041,0.0647743
128,0.0288918,0.000578337,0.00417119,0.0648584
129,0.0289857,0.000580051,0.004182,0.0649427
130,0.0290801,0.000581772,0.00419285,0.0650271
131,0.029175,0.000583499,0.00420373,0.0651116
132,0.0292703,0.000585233,0.00421464,0.0651963
133,0.0293661,0.000586975,0.00422559,0.0652811
134,0.0294624,0.000588723,0.00423657,0.0653661
135,0.0295591,0.000590478,0.00424758,0.0654513
136,0.0296564,0.000592241,0.00425863,0.0655365
137,0.0297541,0.00059401,0.00426971,0.065622
138,0.0298522,0.000595787,0.00428082,0.0657076
139,0.0299509,0.000597571,0.00429197,0.0657933
140,0.0300501,0.000599362,0.00430316,0.0658792
141,0.0301497,0.00060116,0.00431437,0.0659653
142,0.0302498,0.000602965,0.00432563,0.0660515
143,0.0303505,0.000604778,0.00433691,0.0661378
144,0.0304516,0.000606599,0.00434823,0.0662243
145,0.0305533,0.000608426,0.00435959,0.066311
146,0.0306554,0.000610261,0.00437098,0.0663978
147,0.0307581,0.000612104,0.00438241,0.0664848
148,0.0308613,0.000613954,0.00439387,0.0665719
149,0.030965,0.000615812,0.00440537,0.0666592
150,0.0310692,0.000617677,0.0044169,0.0667466
151,0.031174,0.00061955,0.00442847,0.0668342
152,0.0312793,0.00062143,0.00444007,0.0669219
153,0.0313851,0.000623319,0.00445171,0.0670098
154,0.0314914,0.000625215,0.00446339,0.0670979
155,0.0315983,0.000627119,0.0044751,0.0671861
156,0.0317058,0.00062903,0.00448684,0.0672745
157,0.0318137,0.00063095,0.00449863,0.067363
158,0.0319223,0.000632877,0.00451045,0.0674517
159,0.0320314,0.000634813,0.00452231,0.0675406
160,0.032141,0.000636756,0.0045342,0.0676296
161,0.0322512,0.000638708,0.00454613,0.0677187
162,0.032362,0.000640668,0.0045581,0.067808
163,0.0324734,0.000642635,0.0045701,0.0678975
164,0.0325853,0.000644611,0.00458214,0.0679872
165,0.0326978,0.000646595,0.00459422,0.068077
166,0.0328109,0.000648588,0.00460634,0.0681669
167,0.0329246,0.000650589,0.00461849,0.0682571
168,0.0330388,0.000652598,0.00463068,0.0683474
169,0.0331537,0.000654615,0.00464291,0.0684378
170,0.0332692,0.000656641,0.00465518,0.0685284
171,0.0333852,0.000658676,0.00466749,0.0686192
172,0.0335019,0.000660719,0.00467983,0.0687101
173,0.0336192,0.00066277,0.00469221,0.0688012
174,0.0337371,0.000664831,0.00470464,0.0688925
175,0.0338556,0.000666899,0.0047171,0.0689839
176,0.0339747,0.000668977,0.00472959,0.0690755
177,0.0340945,0.000671063,0.00474213,0.0691673
178,0.0342149,0.000673159,0.00475471,0.0692592
179,0.0343359,0.000675263,0.00476732,0.0693513
180,0.0344576,0.000677376,0.00477998,0.0694435
181,0.0345799,0.000679498,0.00479267,0.069536
182,0.0347029,0.000681629,0.00480541,0.0696285
183,0.0348266,0.000683769,0.00481818,0.0697213
184,0.0349509,0.000685918,0.00483099,0.0698142
185,0.0350758,0.000688076,0.00484385,0.0699073
186,0.0352015,0.000690244,0.00485674,0.0700005
187,0.0353278,0.000692421,0.00486968,0.070094
188,0.0354547,0.000694607,0.00488265,0.0701876
189,0.0355824,0.000696802,0.00489567,0.0702813
190,0.0357108,0.000699007,0.00490872,0.0703752
191,0.0358398,0.000701221,0.00492182,0.0704693
192,0.0359696,0.000703445,0.00493496,0.0705636
193,0.0361,0.000705679,0.00494814,0.0706581
194,0.0362312,0.000707922,0.00496136,0.0707527
195,0.0363631,0.000710174,0.00497462,0.0708474
196,0.0364957,0.000712437,0.00498792,0.0709424
197,0.036629,0.000714709,0.00500127,0.0710375
198,0.0367631,0.000716991,0.00501466,0.0711328
199,0.0368979,0.000719283,0.00502809,0.0712283
200,0.0370334,0.000721585,0.00504156,0.0713239
201,0.0371697,0.000723897,0.00505507,0.0714197
202,0.0373067,0.000726219,0.00506863,0.0715157
203,0.0374445,0.000728551,0.00508223,0.0716119
204,0.0375831,0.000730893,0.00509587,0.0717082
205,0.0377224,0.000733246,0.00510956,0.0718047
206,0.0378625,0.000735609,0.00512328,0.0719014
207,0.0380034,0.000737982,0.00513706,0.0719983
208,0.038145,0.000740365,0.00515087,0.0720953
209,0.0382875,0.000742759,0.00516473,0.0721925
210,0.0384307,0.000745164,0.00517863,0.0722899
211,0.0385748,0.000747579,0.00519258,0.0723875
212,0.0387196,0.000750005,0.00520657,0.0724852
213,0.0388653,0.000752441,0.0052206,0.0725832
214,0.0390118,0.000754889,0.00523468,0.0726813
215,0.0391592,0.000757347,0.0052488,0.0727795
216,0.0393073,0.000759815,0.00526297,0.072878
217,0.0394563,0.000762295,0.00527718,0.0729766
218,0.0396062,0.000764786,0.00529144,0.0730754
219,0.0397569,0.000767288,0.00530574,0.0731744
220,0.0399084,0.000769801,0.00532009,0.0732736
221,0.0400609,0.000772325,0.00533448,0.073373
222,0.0402142,0.000774861,0.00534892,0.0734725
223,0.0403684,0.000777408,0.00536341,0.0735722
224,0.0405234,0.000779966,0.00537794,0.0736721
225,0.0406794,0.000782536,0.00539251,0.0737722
226,0.0408362,0.000785117,0.00540714,0.0738725
227,0.040994,0.00078771,0.0054218,0.0739729
228,0.0411527,0.000790314,0.00543652,0.0740736
229,0.0413123,0.000792931,0.00545128,0.0741744
230,0.0414728,0.000795558,0.00546609,0.0742754
231,0.0416343,0.000798198,0.00548095,0.0743766
232,0.0417967,0.00080085,0.00549585,0.074478
233,0.0419601,0.000803514,0.0055108,0.0745795
234,0.0421244,0.00080619,0.0055258,0.0746813
235,0.0422897,0.000808878,0.00554085,0.0747832
236,0.0424559,0.000811578,0.00555594,0.0748853
237,0.0426231,0.00081429,0.00557108,0.0749876
238,0.0427914,0.000817015,0.00558628,0.0750901
239,0.0429606,0.000819752,0.00560151,0.0751928
240,0.0431308,0.000822502,0.0056168,0.0752956
241,0.043302,0.000825264,0.00563214,0.0753987
242,0.0434743,0.000828039,0.00564752,0.0755019
243,0.0436475,0.000830827,0.00566296,0.0756054
244,0.0438218,0.000833627,0.00567844,0.075709
245,0.0439972,0.00083644,0.00569397,0.0758128
246,0.0441736,0.000839266,0.00570956,0.0759168
247,0.0443511,0.000842106,0.00572519,0.076021
248,0.0445296,0.000844958,0.00574087,0.0761254
249,0.0447092,0.000847823,0.0057566,0.07623
250,0.0448899,0.000850702,0.00577239,0.0763347
251,0.0450717,0.000853594,0.00578822,0.0764397
252,0.0452546,0.0008565,0.0058041,0.0765448
253,0.0454386,0.000859419,0.00582004,0.0766502
254,0.0456237,0.000862351,0.00583602,0.0767557
255,0.04581,0.000865297,0.00585206,0.0768614
256,0.0459973,0.000868257,0.00586815,0.0769674
257,0.0461859,0.000871231,0.00588429,0.0770735
258,0.0463756,0.000874218,0.00590048,0.0771798
259,0.0465665,0.00087722,0.00591672,0.0772863
260,0.0467585,0.000880235,0.00593302,0.077393
261,0.0469517,0.000883265,0.00594937,0.0774999
262,0.0471462,0.000886309,0.00596577,0.077607
263,0.0473418,0.000889367,0.00598222,0.0777143
264,0.0475387,0.00089244,0.00599872,0.0778218
265,0.0477367,0.000895527,0.00601528,0.0779295
266,0.0479361,0.000898629,0.00603189,0.0780374
267,0.0481366,0.000901745,0.00604856,0.0781455
268,0.0483384,0.000904876,0.00606528,0.0782538
269,0.0485415,0.000908022,0.00608205,0.0783623
270,0.0487459,0.000911183,0.00609888,0.078471
271,0.0489516,0.000914359,0.00611576,0.0785799
272,0.0491585,0.00091755,0.00613269,0.078689
273,0.0493668,0.000920756,0.00614968,0.0787982
274,0.0495764,0.000923978,0.00616673,0.0789077
275,0.0497873,0.000927214,0.00618382,0.0790174
276,0.0499996,0.000930467,0.00620098,0.0791273
277,0.0502132,0.000933735,0.00621819,0.0792374
278,0.0504282,0.000937018,0.00623545,0.0793477
279,0.0506445,0.000940318,0.00625277,0.0794582
280,0.0508623,0.000943633,0.00627015,0.0795689
281,0.0510815,0.000946964,0.00628758,0.0796799
282,0.051302,0.000950311,0.00630507,0.079791
283,0.051524,0.000953675,0.00632261,0.0799023
284,0.0517475,0.000957054,0.00634021,0.0800138
285,0.0519724,0.00096045,0.00635787,0.0801256
286,0.0521987,0.000963863,0.00637559,0.0802375
287,0.0524266,0.000967292,0.00639336,0.0803497
288,0.0526559,0.000970738,0.00641119,0.080462
289,0.0528867,0.0009742,0.00642908,0.0805746
290,0.0531191,0.000977679,0.00644702,0.0806873
291,0.0533529,0.000981176,0.00646503,0.0808003
292,0.0535884,0.000984689,0.00648309,0.0809135
293,0.0538253,0.00098822,0.00650121,0.0810269
294,0.0540639,0.000991767,0.00651938,0.0811405
295,0.054304,0.000995333,0.00653762,0.0812543
296,0.0545457,0.000998915,0.00655592,0.0813683
297,0.054789,0.00100252,0.00657427,0.0814826
298,0.055034,0.00100613,0.00659269,0.081597
299,0.0552806,0.00100977,0.00661116,0.0817117
300,0.0555288,0.00101342,0.0066297,0.0818266
301,0.0557788,0.0010171,0.00664829,0.0819416
302,0.0560304,0.00102079,0.00666694,0.0820569
303,0.0562837,0.00102449,0.00668566,0.0821724
304,0.0565387,0.00102822,0.00670443,0.0822882
305,0.0567955,0.00103197,0.00672327,0.0824041
306,0.057054,0.00103573,0.00674217,0.0825202
307,0.0573142,0.00103951,0.00676113,0.0826366
308,0.0575762,0.00104331,0.00678015,0.0827532
309,0.0578401,0.00104714,0.00679923,0.08287
310,0.0581057,0.00105098,0.00681837,0.082987
311,0.0583732,0.00105483,0.00683758,0.0831042
312,0.0586425,0.00105871,0.00685684,0.0832217
313,0.0589137,0.00106261,0.00687617,0.0833393
314,0.0591867,0.00106653,0.00689557,0.0834572
315,0.0594617,0.00107046,0.00691502,0.0835753
316,0.0597385,0.00107442,0.00693454,0.0836936
317,0.0600173,0.0010784,0.00695412,0.0838121
318,0.060298,0.0010824,0.00697377,0.0839309
319,0.0605807,0.00108641,0.00699348,0.0840498
320,0.0608654,0.00109045,0.00701325,0.084169
321,0.0611521,0.00109451,0.00703309,0.0842884
322,0.0614408,0.00109859,0.00705299,0.084408
323,0.0617316,0.00110269,0.00707296,0.0845279
324,0.0620244,0.00110681,0.00709299,0.084648
325,0.0623193,0.00111095,0.00711309,0.0847683
326,0.0626162,0.00111511,0.00713325,0.0848888
327,0.0629153,0.0011193,0.00715348,0.0850095
328,0.0632166,0.0011235,0.00717377,0.0851304
329,0.06352,0.00112773,0.00719413,0.0852516
330,0.0638256,0.00113198,0.00721455,0.085373
331,0.0641333,0.00113625,0.00723504,0.0854947
332,0.0644433,0.00114054,0.0072556,0.0856165
333,0.0647556,0.00114485,0.00727623,0.0857386
334,0.0650701,0.00114919,0.00729692,0.0858609
335,0.0653869,0.00115355,0.00731768,0.0859834
336,0.065706,0.00115793,0.0073385,0.0861061
337,0.0660274,0.00116234,0.0073594,0.0862291
338,0.0663512,0.00116677,0.00738036,0.0863523
339,0.0666774,0.00117122,0.00740139,0.0864757
340,0.0670059,0.00117569,0.00742249,0.0865994
341,0.0673369,0.00118019,0.00744365,0.0867233
342,0.0676703,0.00118471,0.00746489,0.0868474
343,0.0680062,0.00118925,0.00748619,0.0869717
344,0.0683446,0.00119382,0.00750757,0.0870963
345,0.0686855,0.00119841,0.00752901,0.0872211
346,0.069029,0.00120303,0.00755052,0.0873461
347,0.069375,0.00120767,0.0075721,0.0874713
348,0.0697236,0.00121233,0.00759376,0.0875968
349,0.0700749,0.00121702,0.00761548,0.0877225
350,0.0704287,0.00122174,0.00763727,0.0878484
351,0.0707853,0.00122648,0.00765914,0.0879746
352,0.0711446,0.00123124,0.00768107,0.088101
353,0.0715066,0.00123603,0.00770308,0.0882276
354,0.0718713,0.00124084,0.00772515,0.0883545
355,0.0722388,0.00124568,0.0077473,0.0884816
356,0.0726092,0.00125055,0.00776952,0.0886089
357,0.0729823,0.00125544,0.00779182,0.0887365
358,0.0733584,0.00126036,0.00781418,0.0888643
359,0.0737373,0.0012653,0.00783662,0.0889923
360,0.0741192,0.00127027,0.00785913,0.0891205
361,0.074504,0.00127527,0.00788171,0.089249
362,0.0748918,0.0012803,0.00790437,0.0893777
363,0.0752826,0.00128535,0.0079271,0.0895067
364,0.0756765,0.00129042,0.0079499,0.0896359
365,0.0760735,0.00129553,0.00797278,0.0897653
366,0.0764735,0.00130066,0.00799573,0.089895
367,0.0768768,0.00130582,0.00801876,0.0900249
368,0.0772832,0.00131101,0.00804186,0.090155
369,0.0776928,0.00131623,0.00806504,0.0902854
370,0.0781056,0.00132147,0.00808829,0.090416
371,0.0785217,0.00132674,0.00811161,0.0905468
372,0.0789412,0.00133205,0.00813501,0.0906779
373,0.079364,0.00133738,0.00815849,0.0908092
374,0.0797902,0.00134274,0.00818204,0.0909407
375,0.0802198,0.00134812,0.00820567,0.0910725
376,0.0806528,0.00135354,0.00822937,0.0912045
377,0.0810894,0.00135899,0.00825315,0.0913368
378,0.0815294,0.00136447,0.00827701,0.0914693
379,0.0819731,0.00136997,0.00830094,0.091602
380,0.0824203,0.00137551,0.00832496,0.091735
381,0.0828712,0.00138108,0.00834905,0.0918682
382,0.0833258,0.00138668,0.00837321,0.0920016
383,0.0837841,0.00139231,0.00839746,0.0921353
384,0.0842462,0.00139797,0.00842178,0.0922692
385,0.0847121,0.00140366,0.00844618,0.0924034
386,0.0851818,0.00140938,0.00847066,0.0925378
387,0.0856555,0.00141513,0.00849522,0.0926725
388,0.086133,0.00142092,0.00851985,0.0928073
389,0.0866146,0.00142674,0.00854457,0.0929425
390,0.0871001,0.00143259,0.00856936,0.0930778
391,0.0875897,0.00143847,0.00859424,0.0932134
392,0.0880835,0.00144439,0.00861919,0.0933493
393,0.0885813,0.00145034,0.00864423,0.0934853
394,0.0890834,0.00145632,0.00866934,0.0936217
395,0.0895898,0.00146233,0.00869453,0.0937582
396,0.0901004,0.00146838,0.00871981,0.093895
397,0.0906154,0.00147446,0.00874516,0.0940321
398,0.0911347,0.00148058,0.0087706,0.0941694
399,0.0916586,0.00148673,0.00879612,0.0943069
400,0.0921869,0.00149291,0.00882172,0.0944447
401,0.0927197,0.00149913,0.0088474,0.0945827
402,0.0932572,0.00150539,0.00887316,0.0947209
403,0.0937993,0.00151168,0.00889901,0.0948594
404,0.0943461,0.001518,0.00892493,0.0949981
405,0.0948976,0.00152436,0.00895094,0.0951371
406,0.095454,0.00153076,0.00897703,0.0952763
407,0.0960153,0.00153719,0.00900321,0.0954158
408,0.0965814,0.00154366,0.00902946,0.0955555
409,0.0971526,0.00155016,0.0090558,0.0956954
410,0.0977288,0.00155671,0.00908223,0.0958356
411,0.09831,0.00156328,0.00910874,0.095976
412,0.0988965,0.0015699,0.00913533,0.0961167
413,0.0994881,0.00157655,0.009162,0.0962576
414,0.100085,0.00158325,0.00918876,0.0963987
415,0.100687,0.00158998,0.0092156,0.0965401
416,0.101295,0.00159674,0.00924253,0.0966817
417,0.101908,0.00160355,0.00926954,0.0968236
418,0.102527,0.0016104,0.00929664,0.0969657
419,0.103151,0.00161728,0.00932382,0.097108
420,0.103781,0.0016242,0.00935108,0.0972506
421,0.104417,0.00163117,0.00937844,0.0973934
422,0.105058,0.00163817,0.00940587,0.0975365
423,0.105706,0.00164521,0.0094334,0.0976798
424,0.106359,0.0016523,0.009461,0.0978233
425,0.107018,0.00165942,0.0094887,0.0979671
426,0.107684,0.00166658,0.00951648,0.0981111
427,0.108355,0.00167379,0.00954434,0.0982554
428,0.109033,0.00168104,0.0095723,0.0983999
429,0.109717,0.00168833,0.00960034,0.0985446
430,0.110408,0.00169566,0.00962846,0.0986896
431,0.111105,0.00170303,0.00965667,0.0988348
432,0.111808,0.00171045,0.00968497,0.0989803
433,0.112518,0.0017179,0.00971336,0.099126
434,0.113235,0.0017254,0.00974183,0.0992719
435,0.113959,0.00173295,0.00977039,0.0994181
436,0.11469,0.00174054,0.00979904,0.0995645
437,0.115427,0.00174817,0.00982778,0.0997111
438,0.116172,0.00175584,0.0098566,0.099858
439,0.116924,0.00176356,0.00988551,0.100005
440,0.117683,0.00177133,0.00991451,0.100152
441,0.118449,0.00177914,0.00994359,0.1003
442,0.119223,0.00178699,0.00997277,0.100448
443,0.120004,0.00179489,0.010002,0.100596
444,0.120793,0.00180284,0.0100314,0.100744
445,0.12159,0.00181083,0.0100608,0.100893
446,0.122394,0.00181887,0.0100903,0.101041
447,0.123207,0.00182695,0.01012,0.10119
448,0.124027,0.00183508,0.0101497,0.10134
449,0.124856,0.00184326,0.0101795,0.101489
450,0.125692,0.00185149,0.0102093,0.101639
451,0.126537,0.00185976,0.0102393,0.101788
452,0.127391,0.00186808,0.0102694,0.101939
453,0.128253,0.00187645,0.0102995,0.102089
454,0.129124,0.00188487,0.0103298,0.102239
455,0.130003,0.00189334,0.0103601,0.10239
456,0.130892,0.00190185,0.0103905,0.102541
457,0.131789,0.00191042,0.010421,0.102692
458,0.132696,0.00191903,0.0104516,0.102844
459,0.133612,0.0019277,0.0104823,0.102996
460,0.134537,0.00193641,0.010513,0.103148
461,0.135472,0.00194518,0.0105439,0.1033
462,0.136416,0.00195399,0.0105748,0.103452
463,0.13737,0.00196286,0.0106059,0.103605
464,0.138334,0.00197178,0.010637,0.103757
465,0.139309,0.00198075,0.0106682,0.10391
466,0.140293,0.00198977,0.0106995,0.104063
467,0.141288,0.00199884,0.0107309,0.104217
468,0.142293,0.00200797,0.0107624,0.10437
469,0.143308,0.00201715,0.0107939,0.104524
470,0.144335,0.00202638,0.0108256,0.104678
471,0.145372,0.00203566,0.0108573,0.104833
472,0.146421,0.002045,0.0108892,0.104987
473,0.14748,0.00205439,0.0109211,0.105142
474,0.148551,0.00206384,0.0109531,0.105297
475,0.149634,0.00207334,0.0109852,0.105452
476,0.150728,0.00208289,0.0110174,0.105607
477,0.151834,0.0020925,0.0110496,0.105762
478,0.152952,0.00210216,0.011082,0.105918
479,0.154083,0.00211188,0.0111144,0.106074
480,0.155225,0.00212165,0.011147,0.10623
481,0.156381,0.00213148,0.0111796,0.106386
482,0.157548,0.00214137,0.0112123,0.106543
483,0.158729,0.00215131,0.0112451,0.106699
484,0.159923,0.0021613,0.011278,0.106856
485,0.161131,0.00217136,0.0113109,0.107013
486,0.162351,0.00218147,0.011344,0.10717
487,0.163586,0.00219163,0.0113771,0.107327
488,0.164834,0.00220186,0.0114103,0.107485
489,0.166096,0.00221214,0.0114436,0.107643
490,0.167373,0.00222248,0.011477,0.107801
491,0.168664,0.00223287,0.0115105,0.107959
492,0.16997,0.00224333,0.011544,0.108117
493,0.171291,0.00225384,0.0115777,0.108275
494,0.172627,0.00226441,0.0116114,0.108434
495,0.173978,0.00227504,0.0116452,0.108593
496,0.175345,0.00228572,0.0116791,0.108751
497,0.176728,0.00229647,0.0117131,0.10891
498,0.178127,0.00230727,0.0117471,0.10907
499,0.179542,0.00231813,0.0117812,0.109229
500,0.180974,0.00232905,0.0118154,0.109388
501,0.182423,0.00234003,0.0118497,0.109548
502,0.183889,0.00235107,0.0118841,0.109708
503,0.185372,0.00236217,0.0119185,0.109868
504,0.186873,0.00237332,0.0119531,0.110028
505,0.188392,0.00238454,0.0119877,0.110188
506,0.189929,0.00239581,0.0120223,0.110348
507,0.191484,0.00240715,0.0120571,0.110509
508,0.193058,0.00241854,0.0120919,0.110669
509,0.194651,0.00242999,0.0121268,0.11083
510,0.196264,0.0024415,0.0121618,0.110991
511,0.197896,0.00245307,0.0121969,0.111151
512,0.199548,0.0024647,0.012232,0.111312
513,0.201221,0.00247639,0.0122672,0.111474
514,0.202914,0.00248814,0.0123024,0.111635
515,0.204628,0.00249995,0.0123378,0.111796
516,0.206363,0.00251181,0.0123732,0.111957
517,0.20812,0.00252373,0.0124087,0.112119
518,0.209899,0.00253571,0.0124442,0.11228
519,0.2117,0.00254775,0.0124798,0.112442
520,0.213524,0.00255985,0.0125155,0.112604
521,0.21537,0.00257201,0.0125512,0.112765
522,0.217241,0.00258422,0.012587,0.112927
523,0.219135,0.00259649,0.0126229,0.113089
524,0.221053,0.00260881,0.0126588,0.113251
525,0.222996,0.00262119,0.0126948,0.113413
526,0.224964,0.00263363,0.0127308,0.113575
527,0.226957,0.00264613,0.0127669,0.113737
528,0.228977,0.00265868,0.0128031,0.113899
529,0.231022,0.00267128,0.0128393,0.114061
530,0.233094,0.00268394,0.0128756,0.114223
531,0.235194,0.00269665,0.0129119,0.114385
532,0.237321,0.00270941,0.0129482,0.114547
533,0.239476,0.00272223,0.0129847,0.11471
534,0.241659,0.0027351,0.0130211,0.114872
535,0.243872,0.00274802,0.0130576,0.115034
536,0.246114,0.00276099,0.0130942,0.115196
537,0.248387,0.00277401,0.0131308,0.115358
538,0.25069,0.00278708,0.0131674,0.11552
539,0.253024,0.0028002,0.0132041,0.115682
540,0.255389,0.00281336,0.0132408,0.115844
541,0.257787,0.00282657,0.0132776,0.116006
542,0.260218,0.00283983,0.0133144,0.116167
543,0.262682,0.00285313,0.0133512,0.116329
544,0.26518,0.00286647,0.0133881,0.116491
545,0.267712,0.00287986,0.0134249,0.116652
546,0.27028,0.00289328,0.0134618,0.116814
547,0.272883,0.00290675,0.0134988,0.116975
548,0.275523,0.00292025,0.0135357,0.117136
549,0.2782,0.00293379,0.0135727,0.117297
